epoch,batchid,loss
1, 0,0.006644976325333
1, 1,0.005327615421265
1, 2,0.005038918461651
1, 3,0.005226808600128
1, 4,0.004963888786733
1, 5,0.003992228768766
1, 6,0.004444233607501
1, 7,0.005905891768634
1, 8,0.004744936246425
1, 9,0.003491683397442
1, 10,0.004493607208133
1, 11,0.005253009498119
1, 12,0.005383553914726
1, 13,0.004895861260593
1, 14,0.005356798414141
1, 15,0.005783202126622
1, 16,0.004503664560616
1, 17,0.004620201420039
1, 18,0.004597100429237
1, 19,0.004762227181345
1, 20,0.005254619289190
1, 21,0.002511386293918
1, 22,0.004398495890200
1, 23,0.005426314193755
1, 24,0.005437831860036
1, 25,0.004745507612824
1, 26,0.005644024349749
1, 27,0.004170723725110
1, 28,0.005703755188733
1, 29,0.004610603209585
1, 30,0.003523877356201
1, 31,0.005074298940599
1, 32,0.004201417788863
1, 33,0.004815123975277
1, 34,0.004742365330458
1, 35,0.003650825005025
1, 36,0.004865113645792
1, 37,0.004753762856126
1, 38,0.005620402283967
1, 39,0.004514562431723
1, 40,0.005357644520700
1, 41,0.005470607895404
1, 42,0.005006800405681
1, 43,0.005617092363536
1, 44,0.005557724740356
1, 45,0.005713770631701
1, 46,0.004773713648319
1, 47,0.005512277595699
1, 48,0.004933932796121
1, 49,0.004077167250216
1, 50,0.003602153621614
1, 51,0.004589890595526
1, 52,0.004867637529969
1, 53,0.004591789096594
1, 54,0.005142585840076
1, 55,0.004307699389756
1, 56,0.004973166622221
1, 57,0.005226442590356
1, 58,0.004803628660738
1, 59,0.003008868079633
1, 60,0.003772433381528
1, 61,0.005275201052427
1, 62,0.004699541255832
1, 63,0.003932965453714
1, 64,0.004705728031695
1, 65,0.004374807700515
1, 66,0.004324181936681
1, 67,0.002962699625641
1, 68,0.003742384724319
1, 69,0.005143656395376
1, 70,0.005516447592527
1, 71,0.003992783371359
1, 72,0.004808935336769
1, 73,0.004293439444155
1, 74,0.004754799418151
1, 75,0.005263116210699
1, 76,0.004269020166248
1, 77,0.005496331024915
1, 78,0.004884393885732
1, 79,0.006016396917403
1, 80,0.004679043777287
1, 81,0.005781813524663
1, 82,0.005530102178454
1, 83,0.004280117806047
1, 84,0.004081464372575
1, 85,0.005488036200404
1, 86,0.005521317943931
1, 87,0.004923253320158
1, 88,0.003748463466763
1, 89,0.003791454946622
1, 90,0.004474593326449
1, 91,0.004034227691591
1, 92,0.005394638050348
1, 93,0.004776500165462
1, 94,0.005392156541348
1, 95,0.004723265767097
1, 96,0.004908406175673
1, 97,0.004920343868434
1, 98,0.002736252266914
1, 99,0.004135756753385
1, 100,0.004109524656087
1, 101,0.003209009766579
1, 102,0.003916069865227
1, 103,0.004791227634996
1, 104,0.004283112473786
1, 105,0.003157307859510
1, 106,0.004505365155637
1, 107,0.004725928418338
1, 108,0.004473729990423
1, 109,0.003396884538233
1, 110,0.003368920646608
1, 111,0.004860609769821
1, 112,0.004036166239530
1, 113,0.003965326119214
1, 114,0.002279276028275
1, 115,0.004448320716619
1, 116,0.003692408092320
1, 117,0.004471378400922
1, 118,0.004064903128892
1, 119,0.003961036913097
1, 120,0.004558381158859
1, 121,0.003083074232563
1, 122,0.004675752948970
1, 123,0.004377200733870
1, 124,0.005050386767834
1, 125,0.003890874795616
1, 126,0.004291853401810
1, 127,0.004578825086355
1, 128,0.004728049971163
1, 129,0.003543441882357
1, 130,0.004932286217809
1, 131,0.004360526800156
1, 132,0.004041513428092
1, 133,0.004919703584164
1, 134,0.005233869887888
1, 135,0.004456746391952
1, 136,0.004701918922365
1, 137,0.003679724410176
1, 138,0.004612197633833
1, 139,0.003498463891447
1, 140,0.003822783939540
1, 141,0.003152376972139
1, 142,0.004714309237897
1, 143,0.005656966939569
1, 144,0.004570824094117
1, 145,0.004430208820850
1, 146,0.004209609236568
1, 147,0.004395109135658
1, 148,0.004415114410222
1, 149,0.003609038423747
1, 150,0.004263876937330
